name,neighbors,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,pets,religion,smokes,speaks,linear classifier
Ethel Ethban,"{20989: 0.21342468667230508, 56158: 0, 19969: 1, 38782: 0.10663180802797445, 11033: 0.14241308227209393, 37220: 0, 54554: 0.3433954921509561, 65: 1, 25016: 1, 33831: 1, 24097: 0.9158078255707869, 40944: 0.5532567815201159, 17603: 0, 42434: 0.8480849009184301, 14513: 1, 12859: 1, 11776: 0.2106292504611793, 37063: 0.2603272054143919, 58625: 0.42994396234354193, 51978: 0.26087522157108856, 46465: 0.10104915996385788, 49605: 0.027466386217557925, 40112: 0, 48559: 0.6894308791749664}",28,seeing someone,m,straight,average,mostly anything,socially,never,graduated from college/university,white,72.0,40000,banking / financial / real estate,,likes cats,christianity and very serious about it,no,"english (fluently), sign language (poorly)",Linear Classifiers/38570.joblib
Gwyneth Halla,{27301: 1},24,single,m,straight,,,often,,,white,72.0,-1,entertainment / media,doesn't have kids,,other,,english,Linear Classifiers/43911.joblib
Valeda Beniamino,"{50431: 1, 24608: 0.7757746095149791, 22477: 1, 25163: 0.4695825815716157, 20069: 0.3424769024821215, 56948: 0, 44636: 0, 21408: 1, 49102: 0.8582149648638291, 26851: 0.6150900049389456, 30456: 0, 35842: 0, 31525: 1, 49574: 0, 49000: 1}",30,single,f,straight,skinny,mostly anything,socially,never,graduated from high school,white,66.0,30000,sales / marketing / biz dev,,has dogs and likes cats,christianity but not too serious about it,no,english,Linear Classifiers/3397.joblib
Reeba Weaks,"{7393: 0.39832345743838893, 33710: 0.9417284617414161, 26008: 0.5281344734654496, 25513: 0.707286730045622, 50899: 1, 42438: 1, 18306: 0.38866836437422947, 2965: 0, 30037: 1, 50444: 0.04457519474529548, 2476: 0, 26794: 0, 13671: 0.8115159027392718, 29704: 1, 56661: 0.5817129110239279, 36310: 0}",29,single,f,straight,thin,mostly anything,socially,never,working on college/university,"hispanic / latin, white",62.0,50000,other,"doesn't have kids, but wants them",likes dogs and has cats,catholicism,no,english,Linear Classifiers/13545.joblib
Cristine Abernon,"{26640: 1, 48681: 0.9330538009785222, 20433: 0, 17438: 0}",39,single,f,straight,fit,strictly anything,socially,,graduated from college/university,white,65.0,-1,medicine / health,doesn't have kids,likes dogs and has cats,atheism and laughing about it,no,"english (fluently), spanish (okay)",Linear Classifiers/55028.joblib
Tracey Ursulette,"{50752: 0.6021239547128103, 55978: 0.9866815517751206, 20878: 0, 29789: 0.6931980656782999, 38393: 1, 330: 0, 26113: 1, 44616: 1, 28275: 0.7892006086999044, 52722: 0.2208261923509136, 20635: 0.9153447177803828, 14412: 0, 42737: 0.33631991852148824, 21089: 0.12753560511036532}",33,single,m,straight,fit,,socially,,working on masters program,white,70.0,-1,entertainment / media,,likes dogs and likes cats,,sometimes,"english (fluently), c++ (fluently), german (poorly), french (poorly)",Linear Classifiers/47154.joblib
Constance Bartlett,"{52136: 0.31172072789396355, 9544: 0.8739125943383084, 27505: 0.3991394417778529}",26,single,f,straight,average,,socially,never,working on college/university,hispanic / latin,64.0,-1,banking / financial / real estate,doesn't have kids,,,no,english,Linear Classifiers/44520.joblib
Gilligan Cleavland,"{6697: 0, 18203: 1, 21939: 0.8073070162117153, 42049: 0, 53123: 0.6550663246457509, 15117: 1, 55308: 0, 17477: 0.48640900566309053, 42862: 0.1567734327181114, 45108: 0.3786463228575272, 33713: 0, 24658: 0, 56805: 1, 33718: 0.18387399746463817, 50339: 0.5934220590575858, 26142: 0.21695625316752487, 43365: 0.7706054830557987, 46656: 0, 12726: 0.8047523373528964}",31,single,m,straight,average,mostly vegetarian,rarely,never,graduated from space camp,white,71.0,-1,medicine / health,,likes dogs and likes cats,christianity,no,english (fluently),Linear Classifiers/51531.joblib
Moyna Japeth,"{56049: 0, 51360: 0, 23467: 0.7146423538883422, 34897: 0.3855708680401362, 14966: 1, 45265: 1, 43528: 0.2603295891478883, 10198: 0.6984692718917165, 2155: 0, 51944: 0, 38760: 1, 41699: 1, 7167: 1, 37803: 1, 58424: 0, 49618: 0, 20200: 0, 36860: 0, 33873: 0.20013396079922163}",33,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,white,72.0,-1,science / tech / engineering,doesn't have kids,likes dogs and likes cats,catholicism but not too serious about it,no,english (fluently),Linear Classifiers/51228.joblib
Eve Joni,"{47838: 0.19414534019427676, 49642: 1, 38025: 1, 18541: 0.6637820423037388, 31315: 0.590385254470138, 43655: 0.4754044229228631, 34887: 1, 19999: 0.3995494794582424, 13732: 0.5476216000148748, 20415: 0.2719761211229148, 2882: 1, 21900: 0.5796894147988811, 44266: 0.752978350011142, 33310: 1, 31958: 0.3561661721238749, 14742: 1}",27,single,f,straight,average,mostly anything,socially,never,graduated from college/university,white,67.0,-1,sales / marketing / biz dev,,likes dogs and dislikes cats,catholicism,no,english (fluently),Linear Classifiers/19516.joblib
Kristina Munn,"{10049: 0, 14557: 0.9452818081363368, 48079: 0.6375207050657432, 39742: 0.542507998320511, 9164: 0.35604414076573776, 7611: 1, 24028: 0.8793542270606023, 56871: 1, 36976: 0.8888177885021962, 10400: 0.26863289498987064, 2988: 0.6927649747862625, 55402: 0.6521317545618286}",22,single,f,straight,athletic,,socially,never,working on college/university,,67.0,-1,student,"doesn't have kids, but might want them",likes dogs and likes cats,catholicism and somewhat serious about it,no,"english (fluently), spanish (fluently), italian (okay)",Linear Classifiers/58266.joblib
Gisela Ellord,{56187: 0.5435069652993971},30,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,69.0,-1,executive / management,"doesn't have kids, but might want them",likes dogs and likes cats,agnosticism and somewhat serious about it,no,"english, spanish (poorly)",Linear Classifiers/56327.joblib
Darlleen Katrine,"{56271: 1, 54090: 0, 49334: 1, 58521: 0, 20459: 1, 4642: 0, 4781: 1, 17777: 0.2793173926621564, 43652: 0, 4957: 0.18959582072475478, 11233: 0, 21797: 0.1293483140821845, 2496: 1, 23072: 0, 665: 0.3157822383109332, 18284: 0.2146184160304827, 26137: 0.35795482461460804, 35433: 0}",30,single,m,straight,thin,strictly vegan,not at all,never,graduated from college/university,white,71.0,-1,education / academia,,likes dogs and likes cats,atheism and laughing about it,no,english,Linear Classifiers/13656.joblib
Clementine Ephrem,"{14467: 0.7985930822213119, 11823: 0, 43668: 0.5064283556094615, 58363: 0.19888498649618036, 22790: 0, 20399: 1, 37649: 1, 14062: 1, 14006: 0.08860043498333692, 35155: 0, 5350: 0, 51663: 0, 46046: 0, 54191: 0, 55560: 0.8719378616404301, 26847: 0.14017368158653998, 49643: 0, 36510: 0, 49394: 1, 29878: 0.5477628057273307, 31930: 0, 13325: 0, 34227: 1, 48385: 0.8535197295443941}",33,single,m,straight,thin,strictly anything,socially,sometimes,graduated from college/university,white,73.0,-1,artistic / musical / writer,,likes cats,other,sometimes,english,Linear Classifiers/13741.joblib
Natka Ehrman,"{43085: 0, 53459: 0.20488053514073723, 31963: 0.8571171223892342, 41380: 0, 19061: 0, 40879: 0, 445: 0, 55353: 1, 13978: 1, 39581: 1, 39600: 1, 25457: 0.6382317310626451, 10174: 1, 41907: 0.5297848177648492, 43385: 0.8836974343890558}",28,single,m,straight,fit,anything,rarely,never,graduated from college/university,"asian, white",70.0,-1,medicine / health,"doesn't have kids, but wants them",has dogs,,no,english,Linear Classifiers/56355.joblib
Wanda Miru,"{54797: 0.4238816737740714, 10388: 0.5339586195332098, 50762: 1, 48465: 1, 34019: 1, 49290: 0.20736056752793264, 54058: 1, 41771: 0, 9249: 1, 41730: 0.5444606653698281, 35103: 1, 3527: 0, 7012: 0, 23962: 1}",22,single,m,straight,fit,mostly anything,socially,never,working on college/university,"pacific islander, white",72.0,-1,clerical / administrative,,likes dogs and dislikes cats,catholicism and laughing about it,trying to quit,"english (fluently), tagalog (fluently), japanese (okay)",Linear Classifiers/52202.joblib
Libbie Remmer,"{47196: 1, 27068: 1, 38696: 0, 42208: 0.43693919437800943, 7736: 0.3475207431736482}",22,single,m,straight,average,anything,socially,never,,asian,67.0,-1,other,,has dogs and dislikes cats,agnosticism and laughing about it,no,"english (fluently), other (fluently), thai (poorly)",Linear Classifiers/11684.joblib
Cherrita Ephrem,"{22499: 0, 52826: 0.19104863829347352, 12713: 0, 56728: 0.15206513546701217, 41846: 0.5038721301334599, 41368: 0.07635808779493125, 7810: 0.5865433520322894, 14481: 0.5857187043973173, 23819: 0.17481272199266584, 40109: 1, 43944: 0, 27: 0, 32756: 1, 50573: 0, 27199: 0.8429441183812258, 19517: 1}",30,single,m,straight,fit,,socially,,graduated from masters program,,74.0,-1,,,likes dogs and likes cats,atheism and laughing about it,no,"english, spanish (poorly)",Linear Classifiers/12497.joblib
Winny Odell,"{41771: 0, 8130: 0.4535502763907069, 40572: 0.5388174049767135, 13779: 0.5265895752025946, 24924: 0.316523400455189, 13299: 0.6234769991319996}",32,single,m,straight,fit,,socially,sometimes,graduated from college/university,white,68.0,-1,other,,,agnosticism and laughing about it,no,english,Linear Classifiers/47037.joblib
Zsa Zsa Hathaway,"{20394: 0.03047454132034222, 29130: 0.2889437952768876, 58947: 0.011891979591064583, 35677: 1, 43497: 0, 20324: 0, 18681: 0, 56127: 0.7222997352454605, 40647: 0, 54099: 0.46329075387810725, 57464: 0.34504999512015466}",27,single,f,straight,average,anything,socially,,working on college/university,white,64.0,-1,other,,,agnosticism,trying to quit,"english, spanish (poorly)",Linear Classifiers/42369.joblib
Jaime Croix,"{19858: 1, 36049: 0.8161326752325118, 33155: 0.4389313092940068, 46353: 0.16274757249320038, 23652: 0.16686262446696642, 3987: 0.7230127931097641, 2583: 0.5835787965267167, 4631: 0.7770595973169472, 20632: 0.467119331988177, 16486: 0.9632839947892748, 15260: 0.7786223619541683, 50554: 1, 35067: 0.9671183891674615, 4165: 0.5383636248941011, 18938: 0.874251905965213, 8346: 0.35392974162928836, 18791: 0.5223061370852919, 52250: 0.44260049868883256, 56043: 1, 56496: 0.9385519003015119}",27,single,m,straight,athletic,anything,socially,never,graduated from college/university,,72.0,-1,science / tech / engineering,"doesn't have kids, but wants them",likes dogs,atheism,no,english,Linear Classifiers/38991.joblib
Ekaterina Amasa,"{19911: 0.21826731670572608, 58122: 0.6268749483680853, 15338: 1, 27554: 0.2658354139405841, 19828: 0.18322124726379485, 25895: 0.6276575456635833, 39327: 0, 47515: 1, 44668: 0.0936434634497818, 49064: 0, 40432: 0.776827654682656, 5618: 0.8595842275155667, 36943: 0.8068736890702808, 22962: 1, 30100: 0, 15253: 1, 6320: 0.5505177265375942}",38,single,f,straight,average,mostly anything,socially,never,graduated from college/university,white,67.0,-1,computer / hardware / software,doesn't have kids,,christianity,no,english,Linear Classifiers/7486.joblib
Clementine Pyle,"{10443: 1, 46233: 1, 10214: 0, 29678: 0.5878163942586294, 59361: 0.6520401833557123, 21118: 0.6439379414719539, 21759: 0, 22304: 1, 44141: 1, 34141: 0.8695138779167717, 36459: 0.7405535210057383, 12730: 0, 19349: 0, 2082: 0, 15844: 0.6267356285437398, 56230: 0.7757831410901854, 8857: 0.10999711200052609, 44964: 1, 16177: 0.15877468093730052, 55749: 0, 30528: 0.01180911834042142}",20,single,f,straight,average,mostly vegetarian,socially,never,working on college/university,,60.0,-1,hospitality / travel,doesn't want kids,has dogs and likes cats,,no,"english (fluently), spanish (fluently)",Linear Classifiers/7606.joblib
Ashlee Baptlsta,"{42720: 1, 16927: 0.9290798651223781, 21614: 0.6811388960341866, 43627: 0, 36194: 0.44156428231054196, 53421: 0.7229565199249814, 5891: 0.43230327307032884, 55048: 0.7542390825548821, 43899: 0.7439113864537117, 6307: 0.6352059083053949, 43765: 0.9703383423643316, 45264: 0, 5127: 0, 3119: 0.18408701395006272, 47070: 1, 686: 0.16684290191513118, 8068: 0.42790801368506093, 51497: 1, 59644: 1, 3326: 0.3644982811081628, 39674: 0.6884600072690805, 39910: 0.8805638647424653, 30696: 0}",27,single,m,straight,thin,strictly anything,socially,never,graduated from college/university,white,69.0,-1,entertainment / media,,likes dogs and likes cats,atheism and somewhat serious about it,when drinking,english,Linear Classifiers/2382.joblib
Farrah Pelagias,"{22316: 0.10864492299391504, 10479: 0, 50685: 0, 5328: 0.48536355094955663, 26533: 0.20278155745633164, 49223: 1, 36018: 0.36195975341456554, 33980: 0}",26,single,m,straight,athletic,,,never,,white,69.0,-1,banking / financial / real estate,,,,,"english, russian",Linear Classifiers/58893.joblib
Nataline Blase,"{40438: 0, 9320: 1, 58097: 0.22638797251303722, 44245: 0.93277646885772}",32,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,69.0,-1,science / tech / engineering,"doesn't have kids, but wants them",likes dogs and dislikes cats,buddhism but not too serious about it,when drinking,"english (fluently), spanish (fluently)",Linear Classifiers/48680.joblib
Loree Gillan,"{18863: 0.9633306487052948, 34191: 0.025869455069478242}",25,single,m,bisexual,fit,mostly anything,socially,,working on college/university,"hispanic / latin, white",69.0,-1,other,"doesn't have kids, but might want them",likes dogs and likes cats,,,"english (fluently), spanish (poorly)",Linear Classifiers/6849.joblib
Leeanne Regan,"{43138: 0.011281993089484743, 28208: 1, 12246: 0.921916298144188, 37262: 0.8862441711749147, 47372: 0.8871464854636208, 25087: 0.8192327417710681, 13627: 0, 12045: 1, 59010: 1, 9541: 0.9182302829267526, 24156: 0, 43065: 0.35075408146858145, 45973: 0.48884658034742046, 49954: 0.9639393558898535, 20617: 0}",27,single,f,straight,curvy,,socially,,,,63.0,-1,entertainment / media,,,,,english,Linear Classifiers/56320.joblib
Paulita Donell,"{28240: 0, 22777: 0.4795751952604621, 55985: 0, 5822: 1, 8775: 0, 11060: 0.6500133974907247, 49382: 0, 1977: 1, 23071: 0, 52511: 0.8110033955020377, 31764: 1, 55503: 0.8421678103634735, 13522: 0, 24060: 0.43328442749747564}",35,single,m,straight,fit,,socially,,graduated from college/university,white,74.0,-1,computer / hardware / software,,,,no,english,Linear Classifiers/10421.joblib
Viviene Love,"{29215: 0.5283093266891143, 1743: 0.28333528164977373, 44076: 0.482131903964236, 1181: 0.3858567605661952, 47747: 0.4670944056119831, 34154: 1, 31885: 0.6647056620382551, 55239: 0.48775854065912605, 34537: 0.5967371706451955, 9765: 0.4460367052827835, 37895: 0.7244002113513902}",30,single,m,straight,average,,often,never,graduated from masters program,,76.0,-1,computer / hardware / software,doesn't have kids,likes cats,agnosticism,no,"english (fluently), dutch (fluently), lisp (fluently), spanish (okay), german (okay)",Linear Classifiers/2421.joblib
Ginnie Tound,"{42790: 0.002575841955031466, 35760: 0.6834177105316717, 27394: 0}",35,single,m,straight,athletic,strictly anything,,,graduated from college/university,"black, white",72.0,-1,,"doesn't have kids, but wants them",,agnosticism,no,english,Linear Classifiers/39526.joblib
Danny Edmund,"{41432: 1, 42419: 0.2876862492771113, 14350: 1, 19428: 0, 59612: 1, 40770: 0, 55080: 0, 53012: 0.41789629264062844, 35274: 0, 22132: 0, 25290: 1, 41078: 0.6968982131922221, 25421: 0}",30,single,m,straight,average,strictly anything,often,sometimes,graduated from masters program,white,75.0,-1,artistic / musical / writer,,,other but not too serious about it,no,"english, indonesian (fluently)",Linear Classifiers/57632.joblib
Jillayne Llovera,"{49497: 0.41691584618918953, 40191: 0.5708270347272383, 9285: 0.45785126524886244, 34644: 0.7745987038952893}",40,single,m,straight,fit,,socially,,graduated from college/university,white,71.0,60000,construction / craftsmanship,doesn't have kids,likes dogs,agnosticism but not too serious about it,no,"english (okay), french (poorly), spanish (poorly), c++ (okay)",Linear Classifiers/43572.joblib
Mara Clara,"{23835: 0.17050528871491766, 51304: 0.28265760503863246, 38084: 0.7490426258214362}",29,single,f,bisexual,curvy,anything,socially,sometimes,graduated from masters program,white,66.0,-1,other,doesn't have kids,has cats,other,no,"english, spanish (poorly), portuguese (poorly)",Linear Classifiers/42958.joblib
Jacquetta Tufts,"{23896: 0.5132760069068034, 53006: 0, 46052: 0.6572607763194611, 32375: 0.6802925938199103, 1014: 0, 49933: 0, 53387: 0, 483: 1, 49892: 1, 15335: 1, 51587: 0, 45489: 0, 7269: 0.5526686666197698, 50881: 0, 47172: 1, 25813: 0, 58277: 0.4571772022642655, 15058: 1, 15875: 1, 1843: 0.29882824743596004, 1957: 0}",27,single,m,straight,average,mostly anything,socially,never,college/university,pacific islander,69.0,-1,education / academia,doesn't have kids,,catholicism and somewhat serious about it,,"english (fluently), tagalog (fluently)",Linear Classifiers/21539.joblib
Lorenza Eugenia,"{8403: 0, 8191: 0, 58131: 1, 3959: 1, 43923: 1, 31665: 0.9808698998347284, 27765: 0.3620158599510056, 12254: 1, 53445: 0.866389014027947, 51833: 1, 41537: 0.8584400389935981, 54379: 0.2614076590804189, 33019: 0, 33462: 0, 25350: 0, 51642: 1, 14234: 0.8941971888350168, 58770: 0, 1283: 1, 37486: 0.10030550213199524, 11099: 0}",27,single,m,straight,athletic,mostly anything,socially,,graduated from masters program,,73.0,-1,,,,,,"english (fluently), swedish (fluently), french (poorly)",Linear Classifiers/42974.joblib
Leeanne Henebry,"{6424: 1, 1022: 0.8467819012433857, 4433: 0, 45126: 0, 3148: 0, 249: 1, 55289: 0, 11868: 0, 44010: 0.1888432890487728, 38998: 0.4513142733280766, 53748: 0.07246428542332595, 11550: 1, 969: 1, 37902: 1, 54554: 1, 489: 1, 56121: 0.5689442843053065, 13340: 1, 54757: 0, 8800: 0, 43238: 0, 42975: 1, 21048: 1, 57833: 0, 2153: 0.33090664482093857}",28,single,m,straight,average,anything,often,sometimes,,white,70.0,-1,artistic / musical / writer,doesn't have kids,,agnosticism and laughing about it,no,english (okay),Linear Classifiers/31564.joblib
Anica Amasa,"{15929: 0, 7638: 0, 25424: 0, 31301: 1, 27204: 1, 23802: 0, 53453: 0, 34185: 0, 20384: 0, 9990: 0, 35652: 0, 34370: 0, 19498: 1, 16766: 1, 51509: 0.6441827948953218, 29797: 0, 12667: 0}",31,single,f,bisexual,thin,strictly anything,socially,sometimes,dropped out of space camp,,67.0,1000000,artistic / musical / writer,doesn't have kids,,,no,"english (fluently), belarusan, gujarati, lisp, russian (fluently)",Linear Classifiers/11588.joblib
Gilda Mallon,{35160: 1},26,single,f,straight,athletic,mostly anything,socially,never,graduated from college/university,white,66.0,-1,science / tech / engineering,doesn't have kids,likes dogs and likes cats,other but not too serious about it,no,"english (fluently), spanish (okay)",Linear Classifiers/40614.joblib
Lilith Iphlgenia,"{32099: 0.9947142531220021, 20251: 0.4279869757346837, 858: 0}",33,single,f,gay,fit,,often,sometimes,graduated from college/university,white,66.0,-1,artistic / musical / writer,,,,no,"english (fluently), spanish (okay)",Linear Classifiers/4233.joblib
Aeriela Albertine,"{54700: 0, 22408: 0.7413214587370973, 4604: 0, 37219: 0.9412872483472725, 25536: 0, 59701: 0, 43297: 0.7503180053511045, 52964: 0, 39273: 1, 21560: 1}",38,single,f,gay,athletic,anything,socially,never,graduated from college/university,,65.0,-1,,wants kids,likes dogs,,no,english,Linear Classifiers/59339.joblib
Fredericka Llovera,"{22078: 0, 32221: 0.25346329191239336, 18571: 0.7097618757592135, 1671: 0, 963: 1, 34544: 1, 35791: 0.5238558627013643, 48055: 0, 29969: 0, 9809: 0.5838718530359852, 16945: 0.41541646910197594, 30855: 0.005688137756507228, 48073: 0, 36075: 0, 4993: 0, 5538: 0.3775461016795627, 27766: 0}",31,single,m,straight,average,mostly anything,socially,,graduated from college/university,white,69.0,-1,science / tech / engineering,doesn't have kids,likes dogs and likes cats,agnosticism,no,"english, japanese (poorly)",Linear Classifiers/45958.joblib
Anestassia Sheng,"{13808: 0.36061497346341387, 15875: 0.16698483246214835, 56304: 0, 49593: 1, 6570: 1, 44755: 0.041710034042035105, 33854: 0.2673109933874698, 4508: 0.41775884347126047}",36,single,m,straight,athletic,,socially,,graduated from college/university,"asian, native american",69.0,-1,computer / hardware / software,,has dogs,,,english,Linear Classifiers/18401.joblib
Dotty Kaja,"{8761: 1, 40784: 0.5666868316238549, 33386: 0, 59039: 0.4927280605144837, 30612: 0, 26835: 1, 51963: 1, 32399: 0, 29912: 1, 45940: 1, 46051: 0.1756179074646056}",33,single,m,straight,fit,mostly anything,rarely,never,graduated from college/university,white,69.0,-1,computer / hardware / software,,likes dogs and likes cats,atheism,no,english,Linear Classifiers/52206.joblib
Tobe Sabella,"{1355: 0, 15917: 0, 48091: 0.6759220165073287, 43050: 0.5205203469381416, 9447: 1, 12250: 1, 24599: 1, 26143: 0, 39348: 0, 25590: 1, 52224: 1, 23774: 0, 1978: 1, 31312: 1}",33,single,m,gay,athletic,anything,socially,never,graduated from college/university,white,70.0,-1,medicine / health,doesn't have kids,likes dogs and has cats,,no,"english, farsi (fluently)",Linear Classifiers/19031.joblib
Dale Kinnard,"{56780: 1, 55111: 1, 37468: 1, 32265: 0, 21514: 0, 32582: 0, 46576: 0}",26,single,m,straight,fit,anything,socially,,working on college/university,white,71.0,-1,student,,,atheism and laughing about it,no,"english (fluently), french (fluently), spanish (poorly)",Linear Classifiers/17131.joblib
Melina Gavrila,"{26393: 0.624329769938905, 7732: 0.23212821386062377, 38684: 0.676464806805849, 10679: 0, 47823: 0, 41831: 0.11614892836725943, 31164: 0.7066336985621984, 32298: 0, 31570: 0.5778101620212928, 5446: 0.11452082494175109, 23827: 0.1668406834514613, 52596: 0.010073858050856366, 26073: 0, 23778: 0.5286650103397319, 23775: 0.7388933813666272, 35516: 0.1154848942070954, 54407: 0.7831670531172117, 36619: 0, 22044: 0.7644776812265262, 31599: 1, 9689: 1, 26790: 0.5869849106006262, 50679: 0, 47249: 0.37082824195257036}",21,single,m,straight,thin,,socially,,working on college/university,white,72.0,-1,computer / hardware / software,,,buddhism,when drinking,english,Linear Classifiers/16185.joblib
Frances Hartnett,"{43859: 0.07528177645630407, 30260: 0.32645602702313514, 34084: 0.06120130303724913, 37508: 0.10676044271355511, 55789: 0.6195678767169284}",22,single,m,straight,fit,,socially,sometimes,working on college/university,"hispanic / latin, white",70.0,-1,student,,has dogs and has cats,agnosticism,sometimes,english,Linear Classifiers/54112.joblib
Desirae Dermott,"{41104: 0.32620769620641354, 23894: 0.8222485577460881, 21539: 0, 35345: 1, 45424: 0, 2503: 0, 28535: 0, 44543: 0.8530834708752382, 18867: 0, 5198: 0.49169866802720286, 2181: 0.9023253783725282, 46079: 0, 18894: 0, 194: 1, 55400: 1, 3752: 1}",31,single,m,straight,average,,socially,,graduated from college/university,,71.0,-1,,,likes dogs and likes cats,agnosticism and somewhat serious about it,when drinking,"english (fluently), spanish (poorly)",Linear Classifiers/18048.joblib
